Raw file	Experiment	Fraction	Enzyme	Enzyme mode	Enzyme first search	Enzyme mode first search	Use enzyme first search	Variable modifications	Fixed modifications	Multi modifications	Variable modifications first search	Use variable modifications first search	Requantify	Multiplicity	Max. missed cleavages	Labels0	LC-MS run type	Time-dependent recalibration	MS	MS/MS	MS3	MS/MS Submitted	MS/MS Submitted (SIL)	MS/MS Submitted (ISO)	MS/MS Submitted (PEAK)	MS/MS Identified	MS/MS Identified (SIL)	MS/MS Identified (ISO)	MS/MS Identified (PEAK)	MS/MS Identified [%]	MS/MS Identified (SIL) [%]	MS/MS Identified (ISO) [%]	MS/MS Identified (PEAK) [%]	Peptide Sequences Identified	Peaks	Peaks Sequenced	Peaks Sequenced [%]	Peaks Repeatedly Sequenced	Peaks Repeatedly Sequenced [%]	Isotope Patterns	Isotope Patterns Sequenced	Isotope Patterns Sequenced (z>1)	Isotope Patterns Sequenced [%]	Isotope Patterns Sequenced (z>1) [%]	Isotope Patterns Repeatedly Sequenced	Isotope Patterns Repeatedly Sequenced [%]	Recalibrated	Av. Absolute Mass Deviation [ppm]	Mass Standard Deviation [ppm]	Av. Absolute Mass Deviation [mDa]	Mass Standard Deviation [mDa]	Label free norm param
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_inGel_F10_A_40_02_02	R2M_R11A_P_F_A_40_02	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6658	42697	0	45003	40391	0	4612	20156	19885	0	271	44.79	49.23	NaN	5.88	11781	983424	34241	3.48	6478	18.92	127865	30105	29740	23.54	26.78	7916	26.29	+	0.39615	0.57571	0.2551	0.39054	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_inGel_F10_A_40_02_03	R2M_R11A_P_F_A_40_02	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6673	42704	0	45696	39712	0	5984	16005	15775	0	230	35.02	39.72	NaN	3.84	8235	894012	33507	3.75	6542	19.52	111962	28778	28384	25.7	29.49	7938	27.58	+	0.43023	0.6086	0.2796	0.41812	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_inGel_F10_A_40_02_04	R2M_R11A_P_F_A_40_02	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		7063	41074	0	45163	36985	0	8178	10360	10249	0	111	22.94	27.71	NaN	1.36	5423	887617	31828	3.59	6273	19.71	102817	26340	25827	25.62	29.91	7575	28.76	+	0.42814	0.60676	0.27576	0.42323	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_inGel_F10_A_40_03_01	R2M_R11A_P_F_A_40_03	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		7202	40191	0	42246	38136	0	4110	16716	16507	0	209	39.57	43.28	NaN	5.09	10811	1040961	32390	3.11	6092	18.81	125419	28665	28303	22.86	26.11	7460	26.02	+	0.36167	0.53312	0.23205	0.35806	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_inGel_F10_A_40_03_02	R2M_R11A_P_F_A_40_03	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6557	43160	0	45612	40708	0	4904	20851	20578	0	273	45.71	50.55	NaN	5.57	12034	962746	34432	3.58	6549	19.02	121938	30051	29684	24.64	27.94	8034	26.73	+	0.38115	0.55562	0.24559	0.37815	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_inGel_F10_A_40_03_03	R2M_R11A_P_F_A_40_03	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6688	42685	0	45782	39588	0	6194	15354	15141	0	213	33.54	38.25	NaN	3.44	7819	859500	33279	3.87	6573	19.75	105932	28461	28031	26.87	30.98	7935	27.88	+	0.42081	0.59679	0.27315	0.41473	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_inGel_F10_A_40_03_04	R2M_R11A_P_F_A_40_03	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6926	41780	0	45882	37678	0	8204	11134	11009	0	125	24.27	29.22	NaN	1.52	5885	818375	32280	3.94	6242	19.34	95466	26407	25934	27.66	32.06	7706	29.18	+	0.40577	0.57477	0.2567	0.38982	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_inGel_F10_T_40_01_01	R2M_R11A_P_F_T_40_01	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6290	44729	0	46594	42864	0	3730	30509	29982	0	527	65.48	69.95	NaN	14.13	17532	1004072	36378	3.62	6621	18.2	139038	32595	32232	23.44	25.94	8116	24.9	+	0.42483	0.6224	0.2785	0.42402	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_inGel_F10_T_40_01_02	R2M_R11A_P_F_T_40_01	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6251	45047	0	47386	42708	0	4678	29098	28608	0	490	61.41	66.99	NaN	10.47	15721	986721	36018	3.65	6660	18.49	135168	31937	31568	23.63	26.18	8058	25.23	+	0.42976	0.62136	0.28317	0.43102	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_inGel_F10_T_40_01_03	R2M_R11A_P_F_T_40_01	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6311	45038	0	48071	42005	0	6066	26344	25870	0	474	54.8	61.59	NaN	7.81	12557	872984	35470	4.06	6617	18.66	116598	30576	30168	26.22	29.32	8157	26.68	+	0.43628	0.61934	0.28927	0.43055	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_inGel_F10_T_40_01_04	R2M_R11A_P_F_T_40_01	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6385	44550	0	47635	41465	0	6170	22665	22283	0	382	47.58	53.74	NaN	6.19	10368	856722	34896	4.07	6752	19.35	112313	30313	29831	26.99	30.76	8132	26.83	+	0.42339	0.60877	0.27796	0.42086	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_inGel_F10_T_40_02_01	R2M_R11A_P_F_T_40_02	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6273	44662	0	46742	42582	0	4160	28820	28390	0	430	61.66	66.67	NaN	10.34	16650	960724	36044	3.75	6715	18.63	136213	32234	31847	23.66	26.33	8116	25.18	+	0.41045	0.59695	0.26759	0.40403	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_inGel_F10_T_40_02_02	R2M_R11A_P_F_T_40_02	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6202	45197	0	47827	42567	0	5260	29303	28773	0	530	61.27	67.59	NaN	10.08	15941	976959	36365	3.72	6458	17.76	136245	32063	31679	23.53	26.04	7856	24.5	+	0.42591	0.61489	0.27827	0.42353	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_inGel_F10_T_40_02_03	R2M_R11A_P_F_T_40_02	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6201	45532	0	48992	42072	0	6920	26564	25943	0	621	54.22	61.66	NaN	8.97	12728	889115	36140	4.06	6416	17.75	120285	31228	30770	25.96	29.03	7840	25.11	+	0.44504	0.63688	0.29648	0.44915	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_inGel_F10_T_40_02_04	R2M_R11A_P_F_T_40_02	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6306	44826	0	48254	41398	0	6856	21481	21135	0	346	44.52	51.05	NaN	5.05	9622	851266	35148	4.13	6677	19	112225	30344	29851	27.04	30.74	8018	26.42	+	0.41781	0.59541	0.27383	0.41397	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_inGel_F10_T_40_03_01	R2M_R11A_P_F_T_40_03	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6231	44994	0	47028	42960	0	4068	30747	30245	0	502	65.38	70.4	NaN	12.34	17879	1004348	36761	3.66	6446	17.53	147121	33076	32676	22.48	24.71	7890	23.85	+	0.42721	0.62292	0.27972	0.42403	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_inGel_F10_T_40_03_02	R2M_R11A_P_F_T_40_03	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6189	45564	0	48148	42980	0	5168	31023	30436	0	587	64.43	70.81	NaN	11.36	16961	955205	36848	3.86	6308	17.12	145119	32673	32271	22.51	24.92	7730	23.66	+	0.42739	0.61854	0.28072	0.4221	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_inGel_F10_T_40_03_03	R2M_R11A_P_F_T_40_03	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6199	45634	0	48940	42328	0	6612	26717	26085	0	632	54.59	61.63	NaN	9.56	12896	874631	36329	4.15	6400	17.62	126042	31413	30934	24.92	27.8	7781	24.77	+	0.43746	0.62408	0.29111	0.43779	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_inGel_F10_T_40_03_04	R2M_R11A_P_F_T_40_03	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6251	45267	0	48454	42080	0	6374	23705	23290	0	415	48.92	55.35	NaN	6.51	10447	871255	35704	4.1	6651	18.63	118757	31005	30484	26.11	29.61	7979	25.73	+	0.42431	0.60451	0.28041	0.42147	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_STY_F10_A_40_01_01	R2M_R11A_Ph_F_A_40_01	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		8475	17571	0	18832	16310	0	2522	4695	4652	0	43	24.93	28.52	NaN	1.7	2466	863495	14283	1.65	2335	16.35	72979	12052	11812	16.51	20.61	3047	25.28	+	0.31474	0.46645	0.25723	0.41293	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_STY_F10_A_40_01_02	R2M_R11A_Ph_F_A_40_01	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		13236	4051	0	4694	3408	0	1286	574	560	0	14	12.23	16.43	NaN	1.09	423	684322	3161	0.46	472	14.93	35641	2676	2524	7.51	19.39	509	19.02	+	0.27442	0.42544	0.18985	0.31859	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_STY_F10_A_40_02_01	R2M_R11A_Ph_F_A_40_02	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		6898	21807	0	23641	19973	0	3668	5712	5663	0	49	24.16	28.35	NaN	1.34	2798	780311	17616	2.26	2861	16.24	71725	14287	13992	19.92	26.16	3918	27.42	+	0.3253	0.47541	0.26468	0.41995	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_STY_F10_A_40_02_02	R2M_R11A_Ph_F_A_40_02	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		11885	8230	0	9146	7314	0	1832	1723	1700	0	23	18.84	23.24	NaN	1.26	1060	885905	6373	0.72	1133	17.78	53363	5400	5163	10.12	21.39	1299	24.06	+	0.25256	0.36477	0.17526	0.26108	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_STY_F10_A_40_03_01	R2M_R11A_Ph_F_A_40_03	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		5591	25169	0	26623	23715	0	2908	8434	8336	0	98	31.68	35.15	NaN	3.37	3881	777567	19901	2.56	3603	18.1	84716	16716	16388	19.73	23.95	4677	27.98	+	0.36325	0.52373	0.28431	0.43768	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_STY_F10_A_40_03_02	R2M_R11A_Ph_F_A_40_03	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		11554	9067	0	10085	8049	0	2036	1972	1944	0	28	19.55	24.15	NaN	1.38	1176	828659	7287	0.88	1108	15.21	61049	6222	5988	10.19	17.09	1301	20.91	+	0.26503	0.41553	0.19154	0.31982	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_STY_F10_T_40_01_01	R2M_R11A_Ph_F_T_40_01	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		4502	28532	0	31339	25725	0	5614	13159	12896	0	263	41.99	50.13	NaN	4.68	5866	825998	20731	2.51	4650	22.43	108008	17314	16330	16.03	16.98	5085	29.37	+	0.40173	0.56919	0.32028	0.48025	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_STY_F10_T_40_01_02	R2M_R11A_Ph_F_T_40_01	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		5015	26885	0	29709	24061	0	5648	11948	11729	0	219	40.22	48.75	NaN	3.88	5526	844838	19569	2.32	4594	23.48	99107	16160	15422	16.31	17.78	5081	31.44	+	0.39024	0.55888	0.30838	0.47139	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_STY_F10_T_40_02_01	R2M_R11A_Ph_F_T_40_02	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		4496	28629	0	31627	25631	0	5996	13130	12883	0	247	41.52	50.26	NaN	4.12	5717	807887	19896	2.46	4868	24.47	100499	16391	15384	16.31	17.31	5238	31.96	+	0.3845	0.54804	0.30916	0.46733	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_STY_F10_T_40_02_02	R2M_R11A_Ph_F_T_40_02	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		4751	27834	0	30383	25285	0	5098	13228	13062	0	166	43.54	51.66	NaN	3.26	6052	815891	19657	2.41	4810	24.47	97929	16366	15646	16.71	17.89	5200	31.77	+	0.3807	0.54519	0.2977	0.45066	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_STY_F10_T_40_03_01	R2M_R11A_Ph_F_T_40_03	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		4440	28723	0	32150	25296	0	6854	13133	12874	0	259	40.85	50.89	NaN	3.78	5580	818519	19412	2.37	5136	26.46	98884	15885	14832	16.06	17.05	5373	33.82	+	0.39253	0.55369	0.31434	0.46763	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_STY_F10_T_40_03_02	R2M_R11A_Ph_F_T_40_03	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		4921	27203	0	29572	24834	0	4738	12540	12385	0	155	42.4	49.87	NaN	3.27	5879	796858	19295	2.42	4688	24.3	93046	16034	15420	17.23	18.65	5234	32.64	+	0.37908	0.54794	0.29779	0.46269	
R2A_R11G_P_C_A_40_01																																		26838																		
R2A_R11G_P_C_A_40_02																																		28647																		
R2A_R11G_P_C_A_40_03																																		24804																		
R2A_R11G_P_C_T_40_01																																		49769																		
R2A_R11G_P_C_T_40_02																																		51142																		
R2A_R11G_P_C_T_40_03																																		50671																		
R2A_R11G_P_F_A_40_01																																		31830																		
R2A_R11G_P_F_A_40_02																																		36114																		
R2A_R11G_P_F_A_40_03																																		34010																		
R2A_R11G_P_F_T_40_01																																		49348																		
R2A_R11G_P_F_T_40_02																																		49810																		
R2A_R11G_P_F_T_40_03																																		50634																		
R2A_R11G_Ph_C_A_40_01																																		1411																		
R2A_R11G_Ph_C_A_40_02																																		793																		
R2A_R11G_Ph_C_A_40_03																																		1692																		
R2A_R11G_Ph_C_T_40_01																																		7450																		
R2A_R11G_Ph_C_T_40_02																																		7532																		
R2A_R11G_Ph_C_T_40_03																																		7436																		
R2A_R11G_Ph_F_A_40_01																																		2875																		
R2A_R11G_Ph_F_A_40_02																																		1612																		
R2A_R11G_Ph_F_A_40_03																																		1778																		
R2A_R11G_Ph_F_T_40_01																																		8191																		
R2A_R11G_Ph_F_T_40_02																																		7625																		
R2A_R11G_Ph_F_T_40_03																																		8034																		
R2M_GFPA_P_C_A_40_01																																		38948																		
R2M_GFPA_P_C_A_40_02																																		39901																		
R2M_GFPA_P_C_A_40_03																																		38868																		
R2M_GFPA_P_C_T_40_01																																		46216																		
R2M_GFPA_P_C_T_40_02																																		50715																		
R2M_GFPA_P_C_T_40_03																																		49937																		
R2M_GFPA_P_F_A_40_01																																		32230																		
R2M_GFPA_P_F_A_40_02																																		32834																		
R2M_GFPA_P_F_A_40_03																																		32629																		
R2M_GFPA_P_F_T_40_01																																		49254																		
R2M_GFPA_P_F_T_40_02																																		44884																		
R2M_GFPA_P_F_T_40_03																																		50929																		
R2M_GFPA_Ph_C_A_40_01																																		2956																		
R2M_GFPA_Ph_C_A_40_02																																		3394																		
R2M_GFPA_Ph_C_A_40_03																																		1960																		
R2M_GFPA_Ph_C_T_40_01																																		6797																		
R2M_GFPA_Ph_C_T_40_02																																		6760																		
R2M_GFPA_Ph_C_T_40_03																																		6752																		
R2M_GFPA_Ph_F_A_40_01																																		1633																		
R2M_GFPA_Ph_F_A_40_02																																		1549																		
R2M_GFPA_Ph_F_A_40_03																																		1756																		
R2M_GFPA_Ph_F_T_40_01																																		8200																		
R2M_GFPA_Ph_F_T_40_02																																		7572																		
R2M_GFPA_Ph_F_T_40_03																																		7152																		
R2M_R11A_P_F_A_40_01																																		26977																		
R2M_R11A_P_F_A_40_02																																		26603																		
R2M_R11A_P_F_A_40_03																																		27539																		
R2M_R11A_P_F_T_40_01																																		48109																		
R2M_R11A_P_F_T_40_02																																		46665																		
R2M_R11A_P_F_T_40_03																																		49185																		
R2M_R11A_Ph_F_A_40_01																																		2596																		
R2M_R11A_Ph_F_A_40_02																																		3157																		
R2M_R11A_Ph_F_A_40_03																																		4210																		
R2M_R11A_Ph_F_T_40_01																																		7154																		
R2M_R11A_Ph_F_T_40_02																																		7438																		
R2M_R11A_Ph_F_T_40_03																																		7475																		
Total																			1232751	6464089	0	6943620	5984558	0	959062	3301329	3245692	0	55637	47.54	54.23	NaN	5.8	102331	158297865					19278116	4417857	4336602	22.92	26.21	1084772	24.55		0.41085	0.59596	0.27623	0.42157	
